"Repo Name","Star","URLs"
"MartinWitt","2","https://github.com/MartinWitt/laughing-train/blob/a101a41dc27b74027beb76894a978f5bbb1676de/code-transformation/src/main/java/xyz/keksdose/spoon/code_solver/transformations/TransformationProcessor.java
https://github.com/MartinWitt/laughing-train/blob/a101a41dc27b74027beb76894a978f5bbb1676de/code-transformation/src/main/java/spoon/reflect/visitor/ImportAnalyzer.java"
"muhammadIkramUlHaq","0","https://github.com/muhammadIkramUlHaq/TransformabilityTransformation/blob/f00ce962986dacccf965c2ac095981856181b954/src/main/java/se/kth/processor/generics/GenericClassRemovalProcessor.java
https://github.com/muhammadIkramUlHaq/TransformabilityTransformation/blob/b1a49d38e55b30cac9ab07129ad822630ea45ced/src/main/java/se/kth/processor/generics/GenericMethodRemovalProcessor.java"
"INRIA","1.3k","https://github.com/INRIA/spoon/blob/297b778a6d4e2ede5e0e383a7e3fbd2d361b26ff/src/test/java/spoon/generating/ReplacementVisitorGenerator.java
https://github.com/INRIA/spoon/blob/297b778a6d4e2ede5e0e383a7e3fbd2d361b26ff/src/test/java/spoon/processing/CtGenerationTest.java"
"muhammadIkramUlHaq","0","https://github.com/muhammadIkramUlHaq/TransformabilityTransformation/blob/6c44c31bf06c7d0ae066595314fef25c74834957/src/main/java/se/kth/processor/generics/GenericVariableRemovalProcessor.java
https://github.com/muhammadIkramUlHaq/TransformabilityTransformation/blob/9f662e71b9fb42890ed317f728787da9b4907627/src/main/java/se/kth/processor/generics/GenericInterfaceRemovalProcessor.java"
"kupl","3","https://github.com/kupl/npex/blob/f22e2cc7d594edf2c7ead9622c2ed6c84f4e8c95/extractor/src/main/java/npex/extractor/processors/NullHandleProcessor.java
https://github.com/kupl/npex/blob/f22e2cc7d594edf2c7ead9622c2ed6c84f4e8c95/extractor/src/main/java/npex/extractor/invocation/StringPlusContextProcessor.java
https://github.com/kupl/npex/blob/f22e2cc7d594edf2c7ead9622c2ed6c84f4e8c95/extractor/src/test/java/npex/extractor/processors/NullHandleProcessorTest.java
https://github.com/kupl/npex/blob/f22e2cc7d594edf2c7ead9622c2ed6c84f4e8c95/extractor/src/main/java/npex/extractor/runtime/RuntimeMethodInfoProcessor.java
https://github.com/kupl/npex/blob/f22e2cc7d594edf2c7ead9622c2ed6c84f4e8c95/extractor/src/main/java/npex/extractor/invocation/InvocationContextProcessor.java"
"Deee92","0","https://github.com/Deee92/doctor/blob/ed497575902ab33cb9f5ac15cce10e291b805968/src/main/java/se/wasp/doctor/processor/MethodProcessor.java"
"Beauget","0","https://github.com/Beauget/HAI913I_TP5_TL/blob/3cb94fa2f5ddea6080445e4ad51761b82aa02744/src/main/java/Processor/LogProcessor.java
https://github.com/Beauget/HAI913I_TP5_TL/blob/3cb94fa2f5ddea6080445e4ad51761b82aa02744/src/main/java/Processor/SetupProcessor.java
https://github.com/Beauget/HAI913I_TP5_TL/blob/93e8a768616269b1a413c2333cbc4d973ca54eb5/src/main/java/Processor/FieldProcessor.java"
"Daemoryn","0","https://github.com/Daemoryn/evo-tp5-traceability/blob/313ff2cd91d6410cc6d7c8290206e5ddc1e82e33/src/main/java/LogProcessor.java"
"I-Al-Istannen","1","https://github.com/I-Al-Istannen/TypeRefChecker/blob/3f8076bdf6429d5948b8fc81eb1254587c61792c/src/main/java/de/ialistannen/typerefchecker/spoon/CheckProcessor.java
https://github.com/I-Al-Istannen/TypeRefChecker/blob/75f367a62e11a772929d04510f8a1d92a90d8bff/src/main/java/de/ialistannen/typerefchecker/TypeRefChecker.java"
"SpoonLabs","1","https://github.com/SpoonLabs/SpoonLabs.github.io/blob/393be97126fd89d235a177dccd0f6002ecfe52d7/mvnsites/spoon-core/apidocs/spoon/support/reflect/reference/CtTypeMemberWildcardImportReferenceImpl.html
https://github.com/SpoonLabs/SpoonLabs.github.io/blob/393be97126fd89d235a177dccd0f6002ecfe52d7/mvnsites/spoon-core/apidocs/spoon/support/visitor/ProcessingVisitor.html
https://github.com/SpoonLabs/SpoonLabs.github.io/blob/393be97126fd89d235a177dccd0f6002ecfe52d7/mvnsites/spoon-core/apidocs/spoon/support/reflect/declaration/CtCompilationUnitImpl.html
https://github.com/SpoonLabs/SpoonLabs.github.io/blob/393be97126fd89d235a177dccd0f6002ecfe52d7/mvnsites/spoon-core/apidocs/spoon/support/reflect/declaration/CtImportImpl.html
https://github.com/SpoonLabs/SpoonLabs.github.io/blob/393be97126fd89d235a177dccd0f6002ecfe52d7/mvnsites/spoon-core/apidocs/spoon/reflect/declaration/CtCompilationUnit.html
https://github.com/SpoonLabs/SpoonLabs.github.io/blob/393be97126fd89d235a177dccd0f6002ecfe52d7/mvnsites/spoon-core/apidocs/spoon/reflect/declaration/CtImport.html
https://github.com/SpoonLabs/SpoonLabs.github.io/blob/393be97126fd89d235a177dccd0f6002ecfe52d7/mvnsites/spoon-core/apidocs/spoon/reflect/visitor/package-tree.html
https://github.com/SpoonLabs/SpoonLabs.github.io/blob/393be97126fd89d235a177dccd0f6002ecfe52d7/mvnsites/spoon-core/apidocs/spoon/reflect/reference/CtTypeMemberWildcardImportReference.html
https://github.com/SpoonLabs/SpoonLabs.github.io/blob/393be97126fd89d235a177dccd0f6002ecfe52d7/mvnsites/spoon-core/apidocs/spoon/compiler/Environment.html
https://github.com/SpoonLabs/SpoonLabs.github.io/blob/393be97126fd89d235a177dccd0f6002ecfe52d7/mvnsites/spoon-core/apidocs/spoon/experimental/CtUnresolvedImport.html
https://github.com/SpoonLabs/SpoonLabs.github.io/blob/393be97126fd89d235a177dccd0f6002ecfe52d7/mvnsites/spoon-core/apidocs/spoon/processing/class-use/Processor.html
https://github.com/SpoonLabs/SpoonLabs.github.io/blob/393be97126fd89d235a177dccd0f6002ecfe52d7/mvnsites/spoon-core/apidocs/serialized-form.html
https://github.com/SpoonLabs/SpoonLabs.github.io/blob/393be97126fd89d235a177dccd0f6002ecfe52d7/mvnsites/spoon-core/apidocs/spoon/reflect/declaration/CtElement.html
https://github.com/SpoonLabs/SpoonLabs.github.io/blob/393be97126fd89d235a177dccd0f6002ecfe52d7/mvnsites/spoon-core/apidocs/spoon/processing/Processor.html
https://github.com/SpoonLabs/SpoonLabs.github.io/blob/393be97126fd89d235a177dccd0f6002ecfe52d7/mvnsites/spoon-core/apidocs/spoon/processing/AbstractProcessor.html
https://github.com/SpoonLabs/SpoonLabs.github.io/blob/393be97126fd89d235a177dccd0f6002ecfe52d7/mvnsites/spoon-core/apidocs/spoon/reflect/declaration/package-use.html
https://github.com/SpoonLabs/SpoonLabs.github.io/blob/393be97126fd89d235a177dccd0f6002ecfe52d7/mvnsites/spoon-core/apidocs/spoon/support/StandardEnvironment.html
https://github.com/SpoonLabs/SpoonLabs.github.io/blob/393be97126fd89d235a177dccd0f6002ecfe52d7/mvnsites/spoon-core/apidocs/spoon/reflect/visitor/DefaultJavaPrettyPrinter.html
https://github.com/SpoonLabs/SpoonLabs.github.io/blob/393be97126fd89d235a177dccd0f6002ecfe52d7/mvnsites/spoon-core/apidocs/spoon/reflect/visitor/ImportConflictDetector.html
https://github.com/SpoonLabs/SpoonLabs.github.io/blob/393be97126fd89d235a177dccd0f6002ecfe52d7/mvnsites/spoon-core/apidocs/spoon/reflect/reference/CtReference.html
https://github.com/SpoonLabs/SpoonLabs.github.io/blob/393be97126fd89d235a177dccd0f6002ecfe52d7/mvnsites/spoon-core/apidocs/spoon/processing/class-use/FactoryAccessor.html
https://github.com/SpoonLabs/SpoonLabs.github.io/blob/393be97126fd89d235a177dccd0f6002ecfe52d7/mvnsites/spoon-core/apidocs/spoon/reflect/visitor/ForceImportProcessor.html
https://github.com/SpoonLabs/SpoonLabs.github.io/blob/393be97126fd89d235a177dccd0f6002ecfe52d7/mvnsites/spoon-core/apidocs/spoon/processing/FactoryAccessor.html
https://github.com/SpoonLabs/SpoonLabs.github.io/blob/393be97126fd89d235a177dccd0f6002ecfe52d7/mvnsites/spoon-core/apidocs/spoon/reflect/visitor/ImportCleaner.html
https://github.com/SpoonLabs/SpoonLabs.github.io/blob/393be97126fd89d235a177dccd0f6002ecfe52d7/mvnsites/spoon-core/apidocs/spoon/reflect/declaration/class-use/CtAnnotation.html
https://github.com/SpoonLabs/SpoonLabs.github.io/blob/393be97126fd89d235a177dccd0f6002ecfe52d7/mvnsites/spoon-core/apidocs/spoon/reflect/reference/package-tree.html
https://github.com/SpoonLabs/SpoonLabs.github.io/blob/393be97126fd89d235a177dccd0f6002ecfe52d7/mvnsites/spoon-core/apidocs/spoon/processing/class-use/AbstractProcessor.html"
"INRIA","1.3k","https://github.com/INRIA/spoon/blob/61074989324d20e7d9cd387cee830a31a7e68aca/src/main/java/spoon/Launcher.java"
"davidson-consulting","1","https://github.com/davidson-consulting/diff-jjoules/blob/1607534c0a0826935409b4252059561131bca1ac/diff-jjoules-mutation/src/test/java/fr/davidson/diff/jjoules/mutation/UntareJjoulesProcessorTest.java
https://github.com/davidson-consulting/diff-jjoules/blob/1607534c0a0826935409b4252059561131bca1ac/diff-jjoules-mutation/src/main/java/fr/davidson/diff/jjoules/mutation/process/UntareJjoulesProcessor.java
https://github.com/davidson-consulting/diff-jjoules/blob/1607534c0a0826935409b4252059561131bca1ac/diff-jjoules-mutation/src/main/java/fr/davidson/diff/jjoules/mutation/Main.java
https://github.com/davidson-consulting/diff-jjoules/blob/1607534c0a0826935409b4252059561131bca1ac/diff-jjoules-mutation/src/test/java/fr/davidson/diff/jjoules/mutation/AbstractProcessorTest.java
https://github.com/davidson-consulting/diff-jjoules/blob/3c76d25a7d956c981a59e0f9e19034156aa9f694/src/test/java/fr/davidson/diff/jjoules/AbstractProcessorTest.java
https://github.com/davidson-consulting/diff-jjoules/blob/3c76d25a7d956c981a59e0f9e19034156aa9f694/src/main/java/fr/davidson/diff/jjoules/instrumentation/InstrumentationStep.java
https://github.com/davidson-consulting/diff-jjoules/blob/6f012f9578cb9a451c5373a895b1e1bceda81ad8/src/main/java/fr/davidson/diff/jjoules/instrumentation/process/AbstractJJoulesProcessor.java
https://github.com/davidson-consulting/diff-jjoules/blob/6f012f9578cb9a451c5373a895b1e1bceda81ad8/src/test/java/fr/davidson/diff/jjoules/instrumentation/junit4/JJoulesProcessorTest.java
https://github.com/davidson-consulting/diff-jjoules/blob/6f012f9578cb9a451c5373a895b1e1bceda81ad8/src/test/java/fr/davidson/diff/jjoules/instrumentation/junit5/JJoulesProcessorTest.java
https://github.com/davidson-consulting/diff-jjoules/blob/6f012f9578cb9a451c5373a895b1e1bceda81ad8/src/test/java/fr/davidson/diff/jjoules/failer/MakeTestFailingProcessorTest.java"
"Anooxi","2","https://github.com/Anooxi/M2-GL/blob/4e8615e63925f584d369861667a1695d8434fcce/S1/HAI913%20-%20ER/TD-TPs/HAI913I_TP3_SpoonCompr-main/tp2/src/main/java/parsers/Spoon.java"
"DocAmaroo","2","https://github.com/DocAmaroo/M2GL/blob/45c2cf4b9372d2ce164ab3ba6953422662bf757f/HAI913I/tp/tp4/archives/AnalyseAvecSpoon-master/src/main/java/analyse/SpoonMain.java"
"JimiPepper","0","https://github.com/JimiPepper/scrashlocator/blob/ed649f3d940d009fd514fa12d7c3f006b2fc29b9/ScrashLocator/src/main/java/idl/bdp/scrashlocator/spoon/MethodLengthProcessor.java
https://github.com/JimiPepper/scrashlocator/blob/ed649f3d940d009fd514fa12d7c3f006b2fc29b9/ScrashLocator/src/main/scala/idl/bdp/scrashlocator/spoon/MethodAnalyzer.scala"
"Beauget","0","https://github.com/Beauget/HAI913I_TP3_SpoonCompr/blob/937fa7e1a1d029a4a92d37a0ecee58fd4e7fb4a2/tp2/src/main/java/parsers/Spoon.java"
